filePath;Package Name;Class Name;TLOC;TASSERT;TCM
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\LegendItemTest.java;org.jfree.chart;LegendItemTest;308;46;6,70
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\LineChartTest.java;org.jfree.chart;LineChartTest;159;8;19,88
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\MeterChartTest.java;org.jfree.chart;MeterChartTest;68;0;0,00
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\PieChartTest.java;org.jfree.chart;PieChartTest;102;2;51,00
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\plot\CategoryMarkerTest.java;org.jfree.chart.plot;CategoryMarkerTest;167;26;6,42
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java;org.jfree.chart.plot;CategoryPlotTest;1044;226;4,62
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\plot\CombinedDomainCategoryPlotTest.java;org.jfree.chart.plot;CombinedDomainCategoryPlotTest;235;9;26,11
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\plot\CombinedDomainXYPlotTest.java;org.jfree.chart.plot;CombinedDomainXYPlotTest;241;10;24,10
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\plot\CombinedRangeCategoryPlotTest.java;org.jfree.chart.plot;CombinedRangeCategoryPlotTest;235;8;29,38
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\plot\CombinedRangeXYPlotTest.java;org.jfree.chart.plot;CombinedRangeXYPlotTest;233;9;25,89
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\plot\compass\ArrowNeedleTest.java;org.jfree.chart.plot.compass;ArrowNeedleTest;79;8;9,88
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\plot\compass\CompassPlotTest.java;org.jfree.chart.plot.compass;CompassPlotTest;115;17;6,76
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\plot\compass\LineNeedleTest.java;org.jfree.chart.plot.compass;LineNeedleTest;75;6;12,50
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\plot\compass\LongNeedleTest.java;org.jfree.chart.plot.compass;LongNeedleTest;75;6;12,50
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\plot\compass\MeterNeedleTest.java;org.jfree.chart.plot.compass;MeterNeedleTest;85;15;5,67
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\plot\compass\MiddlePinNeedleTest.java;org.jfree.chart.plot.compass;MiddlePinNeedleTest;75;6;12,50
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\plot\compass\PinNeedleTest.java;org.jfree.chart.plot.compass;PinNeedleTest;75;6;12,50
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\plot\compass\PlumNeedleTest.java;org.jfree.chart.plot.compass;PlumNeedleTest;75;6;12,50
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\plot\compass\PointerNeedleTest.java;org.jfree.chart.plot.compass;PointerNeedleTest;75;6;12,50
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\plot\compass\ShipNeedleTest.java;org.jfree.chart.plot.compass;ShipNeedleTest;75;6;12,50
